Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12279,BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06
12280,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.06
12281,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0,0,0.06
12282,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06
12283,Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0,0,0,0.06
12284,My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0,0,0,0.06
12285,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0,0,0,0.06
12286,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0,0,0.06,0,0.06
12287,Bullet Girls,PSV,2014,Action,D3Publisher,0,0,0.06,0,0.06
12288,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0,0,0,0.06
12289,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0,0,0.06,0,0.06
12290,XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0,0.01,0.06
12291,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0,0,0,0.06
12292,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Bandai Namco Games,0,0,0.06,0,0.06
12293,Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06
12294,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06
12295,Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0,0,0,0.06
12296,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0,0,0.06,0,0.06
12297,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Bandai Namco Games,0,0,0.06,0,0.06
12298,Max & the Magic Marker,DS,2011,Platform,Unknown,0,0.06,0,0,0.06
12299,Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06
12300,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06
12301,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0,0,0.06
12302,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02
12303,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0,0,0,0.06
12304,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,0.06,0,0.06
12305,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0,0,0.06,0,0.06
12306,Rugby 15,PSV,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
12307,Kururin Paradise,GBA,2002,Puzzle,Unknown,0,0,0.06,0,0.06
12308,Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
12309,Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0,0,0,0.06
12310,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.06,0,0.06
12311,Dynasty Warriors Vs,N3DS,2012,Action,Ackkstudios,0,0,0.06,0,0.06
12312,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
12313,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06
12314,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0,0,0.06
12315,Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0,0,0.06,0,0.06
12316,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Bandai Namco Games,0.03,0.02,0,0.01,0.06
12317,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0,0.05,0,0.01,0.06
12318,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0,0,0,0.06
12319,F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06
12320,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12321,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
12322,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0,0.06,0,0.01,0.06
12323,Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0,0,0.06
12324,GunGriffon II,SAT,1998,Simulation,ESP,0,0,0.06,0,0.06
12325,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06
12326,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0,0.01,0.06
12327,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
12328,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0,0.06
12329,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0.01,0.06
12330,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0,0,0,0.06
12331,Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06
12332,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.06,0,0.01,0.06
12333,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.03,0.03,0,0.01,0.06
12334,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0,0,0.06,0,0.06
12335,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
12336,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0,0,0.06,0,0.06
12337,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Bandai Namco Games,0,0,0.06,0,0.06
12338,Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06
12339,Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0,0.05,0,0.01,0.06
12340,The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0,0,0.06
12341,Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0,0,0.06,0,0.06
12342,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
12343,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06
12344,The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0,0.01,0.06
12345,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.03,0,0.01,0.06
12346,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0,0,0.06
12347,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0,0,0.06
12348,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0,0.01,0.06
12349,Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0,0,0,0.06
12350,Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12351,Robotica,SAT,1994,Shooter,Sega,0,0,0.06,0,0.06
12352,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.05,0.01,0,0,0.06
12353,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0,0,0.06
12354,R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0,0,0.06
12355,Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0,0,0.06
12356,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0,0,0.06,0,0.06
12357,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0,0,0.06,0,0.06
12358,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0,0,0.06,0,0.06
12359,Game Center CX: 3-Choume no Arino,N3DS,2014,Action,Bandai Namco Games,0,0,0.06,0,0.06
12360,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06
12361,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0,0,0,0.06
12362,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Bandai Namco Games,0,0,0.06,0,0.06
12363,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0,0,0.06,0,0.06
12364,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0,0,0,0.06
12365,Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0,0,0,0.06
12366,Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12367,From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06
12368,The Amazing Spider-Man 2 (2014),N3DS,2014,Action,Activision,0.03,0.03,0,0,0.06
12369,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0,0,0.06
12370,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.06,0,0,0,0.06
12371,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0,0.05,0,0.02,0.06
12372,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06
12373,Mario vs. Donkey Kong: Tipping Stars,N3DS,2015,Puzzle,Nintendo,0,0,0.06,0,0.06
12374,Unchained Blades,PSP,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06
12375,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Bandai Namco Games,0,0,0.06,0,0.06
12376,Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0,0,0,0.06
12377,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
12378,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Bandai Namco Games,0,0,0.06,0,0.06
12379,Warhammer: Battle For Atluma,PSP,2006,Action,Bandai Namco Games,0.05,0,0,0.01,0.06
12380,Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0,0,0,0.06
12381,LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0,0,0.06
12382,Power Shovel,PS,2000,Action,JVC,0.03,0.02,0,0,0.06
12383,Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06
12384,Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0,0.06
12385,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0,0,0.06,0,0.06
12386,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0,0,0,0.06
12387,Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0,0,0.06
12388,Song of the Deep,PS4,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06
12389,Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06
12390,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06
12391,There,PS,2002,Simulation,Infogrames,0.03,0.02,0,0,0.06
12392,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.06,0,0,0,0.06
12393,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.06,0,0,0,0.06
12394,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06
12395,Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0,0,0.06
12396,Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06
12397,Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0,0,0.06
12398,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Bandai Namco Games,0,0,0.06,0,0.06
12399,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06
12400,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0,0.06
12401,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0,0,0.06
12402,Valentino Rossi: The Game,PS4,2016,Racing,Bandai Namco Games,0.01,0.05,0,0.01,0.06
12403,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06
12404,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0,0.01,0.06
12405,A-Train: City Simulator,N3DS,2014,Simulation,ArtDink,0,0,0.06,0,0.06
12406,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0,0,0.06,0,0.06
12407,Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0,0.01,0.06
12408,Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06
12409,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.06,0,0,0,0.06
12410,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,0.06,0,0.06
12411,SpongeBob SquarePants: Plankton's Robotic Revenge,N3DS,2013,Shooter,Activision,0,0.06,0,0,0.06
12412,Accel World: Kasoku no Chouten,PS3,2013,Adventure,Bandai Namco Games,0,0,0.02,0,0.02
12413,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01,0.06
12414,Steins;Gate,X360,2009,Adventure,5pb,0,0,0.06,0,0.06
12415,A New Beginning,PC,2010,Adventure,Deep Silver,0,0.05,0,0.01,0.06
12416,MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06
12417,Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06
12418,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0,0.01,0.06
12419,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06
12420,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0,0,0.06,0,0.06
12421,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,N3DS,2014,Adventure,Bandai Namco Games,0,0,0.06,0,0.06
12422,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Bandai Namco Games,0.05,0.01,0,0,0.06
12423,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0,0,0.06
12424,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12425,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0,0,0.06
12426,Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06
12427,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06
12428,Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06
12429,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,0.06,0,0.06
12430,Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0,0.01,0.06
12431,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Bandai Namco Games,0,0.06,0,0,0.06
12432,Zero Escape: Zero Time Dilemma,N3DS,2016,Adventure,Aksys Games,0.04,0,0.01,0.01,0.06
12433,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0,0.06
12434,Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0,0,0.06
12435,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
12436,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,0.06,0,0.06
12437,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
12438,Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0,0.01,0,0.06
12439,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0,0,0.06,0,0.06
12440,Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.06
12441,Nicola Kanshuu: Model * Oshare Audition 2,N3DS,2011,Action,Alchemist,0,0,0.06,0,0.06
12442,KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,0.06,0,0.06
12443,Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06
12444,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06
12445,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0,0.06
12446,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
12447,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01,0.06
12448,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0,0,0.06,0,0.06
12449,Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0,0,0,0.06
12450,Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0,0.02,0.01,0.06
12451,Shining Force Feather,DS,2009,Strategy,Sega,0,0,0.06,0,0.06
12452,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Bandai Namco Games,0,0.05,0,0.01,0.06
12453,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0,0.05,0,0.01,0.06
12454,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06
12455,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06
12456,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0,0.06
12457,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Bandai Namco Games,0,0,0.06,0,0.06
12458,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06
12459,The Great Escape,XB,2003,Action,SCi,0.05,0.01,0,0,0.06
12460,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06
12461,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06
12462,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12463,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0,0,0.06,0,0.06
12464,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0,0,0,0.06
12465,The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06
12466,PenPen TriIceLon,DC,1998,Racing,Infogrames,0,0,0.06,0,0.06
12467,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06
12468,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06
12469,Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0,0,0.06
12470,Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0,0,0,0.06
12471,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0.01,0.06
12472,Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06
12473,Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0,0,0,0.06
12474,Putty Squad,PS3,2013,Platform,System 3,0,0.01,0,0,0.01
12475,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Bandai Namco Games,0,0,0.06,0,0.06
12476,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0,0.06
12477,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06
12478,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.04,0.02,0,0.01,0.06
12479,Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06
12480,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0,0.06
12481,Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0,0,0.06
12482,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06
12483,DropCast,DS,2008,Puzzle,THQ,0.06,0,0,0,0.06
12484,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,N3DS,2014,Action,Bandai Namco Games,0,0,0.06,0,0.06
12485,Inversion,X360,2012,Shooter,Bandai Namco Games,0.03,0.02,0,0.01,0.06
12486,Summon Night 2,DS,2008,Role-Playing,Bandai Namco Games,0,0,0.06,0,0.06
12487,Chou Soujuu Mecha MG,NDS,2006,Simulation,Nintendo,0,0,0.06,0,0.06
12488,Hakuoki: Shinsengumi Kitan,PS3,2013,Adventure,Idea Factory,0.01,0,0,0,0.01
12489,Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,0.06,0,0.06
12490,Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06
12491,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.06
12492,EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Computer Entertainment,0.06,0,0,0,0.06
12493,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Bandai Namco Games,0,0,0.06,0,0.06
12494,Neon Genesis Evangelion,N64,1999,Adventure,Bandai Namco Games,0,0,0.06,0,0.06
12495,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06
12496,Remember Me,PC,2013,Action,Capcom,0,0.05,0,0.01,0.06
12497,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0,0.94,5.42
12498,Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06
12499,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0,0.06
12500,NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0,0.06
12501,Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0,0.06
12502,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01,0.06
12503,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06
12504,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0,0,0.06
12505,Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0,0,0.06
12506,Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,0.06
12507,CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0,0,0.06
12508,Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0,0,0.06
12509,S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0,0,0.06
12510,Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0,0,0.06
12511,Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,0.06,0,0.06
12512,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,0.06
12513,Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0,0,0.06
12514,Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0,0,0.06
12515,Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0,0,0.06
12516,Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
12517,Prinny: Can I Really Be The Hero?,PSP,2008,Action,Nippon Ichi Software,0.06,0,0,0,0.06
12518,The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0,0,0.06,0,0.06
12519,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.06
12520,Smile PreCure! Let's Go! Marchen World,N3DS,2012,Action,Bandai Namco Games,0,0,0.06,0,0.06
12521,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0,0.06
12522,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0,0,0.06
12523,Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0,0.01,0.06
12524,Gun Showdown,PSP,2006,Action,Activision,0.05,0.01,0,0.01,0.06
12525,Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06
12526,Syndicate,PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
12527,Digimon All-Star Rumble,X360,2014,Fighting,Bandai Namco Games,0.04,0.01,0,0.01,0.06
12528,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0,0.06
12529,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0,0,0,0.06
12530,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12531,Combat Elite: WWII Paratroopers,PS2,2005,Shooter,Unknown,0.03,0.02,0,0.01,0.06
12532,Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0,0,0,0.06
12533,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0,0,0.06
12534,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06
12535,Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0,0,0.06
12536,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06
12537,Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.06
12538,Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0,0.06
12539,Toriko: Gourmet Battle!,N3DS,2013,Role-Playing,Bandai Namco Games,0,0,0.06,0,0.06
12540,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06
12541,Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0,0.01,0.06
12542,Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0,0,0,0.06
12543,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
